42.283881,-71.06339
42.282714,-71.062607
42.280166,-71.060708
42.278107,-71.059602
42.276412,-71.058996
42.275884,-71.058851
42.275586,-71.058857
42.275225,-71.058964
42.274645,-71.059329
42.274304,-71.059683
42.27359,-71.060799
42.272534,-71.06244
42.271208,-71.064355
42.270974,-71.064844
42.27072,-71.065659
42.270442,-71.066582
42.270343,-71.067585
42.270311,-71.071125
42.27014,-71.072413
42.269962,-71.073947
42.269799,-71.075433
42.269656,-71.07628
42.26914,-71.078308
42.268417,-71.081307
42.267881,-71.083463
42.267429,-71.085314
42.267401,-71.086087
42.2675,-71.086977
42.267858,-71.08842
42.267961,-71.089182
42.267873,-71.090646
42.267834,-71.091006
42.267473,-71.093173
