42.396120000,-71.141640000
42.396190000,-71.139440000
42.397550000,-71.137690000
42.397990000,-71.135700000
42.397530000,-71.123980000
42.396920000,-71.122950000
42.390787000,-71.118493000
42.389487000,-71.118279000
42.387712000,-71.119008000
42.378040000,-71.120160000
42.375060000,-71.119150000
42.373700000,-71.118870000
42.373270000,-71.118490000
42.372480000,-71.115760000
42.370050000,-71.112930000
42.367830000,-71.107720000
42.363450000,-71.100360000
42.361220000,-71.071020000
42.360820000,-71.069540000
42.357090000,-71.063430000
42.356220000,-71.062270000
42.355410000,-71.060460000
42.354040000,-71.058640000
42.352890000,-71.056410000
42.351472000,-71.052876000
42.350711000,-71.052575000
42.349791000,-71.052876000
42.347729000,-71.054034000
42.343098000,-71.057081000
42.330219000,-71.057210000
42.326237000,-71.056877000
42.324286000,-71.054302000
42.322760000,-71.052830000
42.320660000,-71.052360000
42.314810000,-71.052170000
42.313330000,-71.052450000
42.310000000,-71.053860000
42.308950000,-71.054370000
42.305880000,-71.055130000
42.303820000,-71.055740000
42.302910000,-71.055860000
42.301770000,-71.055840000
42.301210000,-71.056000000
42.300600000,-71.056830000
42.300290000,-71.058290000
42.300310000,-71.060100000
42.300240000,-71.060890000
42.299700000,-71.063050000
42.299270000,-71.064220000
42.298300000,-71.065630000
42.297430000,-71.066250000
42.296530000,-71.066490000
42.295900000,-71.066550000
42.294510000,-71.066300000
42.293120000,-71.065790000
42.285380000,-71.064230000
42.284000000,-71.063490000
