42.34892,-71.09565
42.34889,-71.0969
42.3483,-71.09929
42.34807,-71.09981
42.34735,-71.10069
42.34501,-71.10486
42.34237,-71.10912
42.34087,-71.11066
42.34061,-71.11084
42.33842,-71.11156
42.33527,-71.11329
42.33468,-71.11376
42.33326,-71.11554
42.33267,-71.11673
42.33178,-71.11882
42.33154,-71.12032
42.331456,-71.123428
42.33122,-71.12557
42.33165,-71.1302
42.33193,-71.13274
42.3325,-71.13432
42.33551,-71.13963
42.33598,-71.14171
42.33592,-71.14399
42.33543,-71.14617
42.33513,-71.14847
42.33473,-71.15004
42.33256,-71.15372
42.3275,-71.16202
42.32705,-71.16314
42.32666,-71.16507
42.32667,-71.16645
42.32701,-71.16865
42.33024,-71.18502
42.33041,-71.1874
42.33023,-71.18979
42.33002,-71.1907
42.32781,-71.19584
42.3246,-71.20208
42.32341,-71.2043
42.32287,-71.20496
42.31872,-71.20926
42.31784,-71.2112
42.31769,-71.21291
42.31791,-71.21438
42.31961,-71.21788
42.32498,-71.22923
42.32856,-71.23462
42.33739,-71.2526
