42.3613,-71.06306
42.36127,-71.06228
42.36095,-71.06111
42.35942,-71.05961
42.35882,-71.05759
42.36041,-71.04787
42.36591,-71.04111
42.36765,-71.0393
42.36927,-71.03817
42.37202,-71.03414
42.37291,-71.03186
42.37775,-71.02626
42.37894,-71.02476
42.38021,-71.02105
42.38067,-71.01699
42.3813,-71.01552
42.38484,-71.01077
42.38518,-71.00993
42.38839,-71.00025
42.38995,-70.99775
42.39079,-70.99686
42.39793,-70.99209
42.40025,-70.99139
42.40609,-70.99223
42.41062,-70.99275
42.41355,-70.99161
42.413774,-70.991539
