42.348982,-71.095625
42.349002,-71.097212
42.349291,-71.100533
42.349767,-71.10461
42.350045,-71.106809
42.350814,-71.113343
42.351123,-71.115757
42.351472,-71.118332
42.351813,-71.121197
42.352169,-71.124619
42.35171,-71.12536
42.350933,-71.126647
42.350671,-71.12743
42.350584,-71.128224
42.350679,-71.129871
42.350627,-71.130633
42.350271,-71.131389
42.34849,-71.135107
42.34832,-71.135589
42.348253,-71.136104
42.348312,-71.136721
42.348637,-71.137767
42.348946,-71.138771
42.348978,-71.139291
42.348859,-71.139994
42.348586,-71.140273
42.348201,-71.140498
42.347737,-71.140675
42.346936,-71.140798
42.346449,-71.141008
42.345101,-71.141941
42.343483,-71.143019
42.342908,-71.143491
42.342238,-71.144301
42.341647,-71.145857
42.341528,-71.147638
42.341516,-71.148807
42.341274,-71.149746
42.340703,-71.150835
42.340073,-71.15171
42.339327,-71.152289
42.338562,-71.152686
42.338364,-71.152831
42.338094,-71.153276
42.33807,-71.1537
42.338324,-71.154633
42.338927,-71.155829
42.33922,-71.156543
42.339573,-71.1576
42.339811,-71.158619
42.340009,-71.159885
42.340152,-71.163946
42.340053,-71.165936
42.33999,-71.166408
42.340168,-71.166762
42.340311,-71.166907
