42.37105,-71.07777
42.37063,-71.07571
42.3697,-71.07362
42.36676,-71.06785
42.36557,-71.06445
42.36449,-71.06346
42.36448,-71.06313
42.36552,-71.06109
42.3653,-71.06064
42.36428,-71.05957
42.36292,-71.05782
42.36158,-71.05771
42.35932,-71.05954
42.3563,-71.06242
42.35486,-71.06372
42.35366,-71.06433
42.35271,-71.06472
42.35252,-71.06495
42.35257,-71.06777
42.35198,-71.07067
42.35008,-71.07746
42.34795,-71.08524
42.34795,-71.08808
42.34811,-71.09131
42.34818,-71.09159
42.34864,-71.09166
42.34884,-71.09197
42.34893,-71.0956
