route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
220-3-1,220,1,Hingham Depot - Quincy Center Station,,1,52200100,45830250
221-5-0,221,0,Quincy Center Station - Fort Point,Weekdays only,1,52210000,45830277
221-5-1,221,1,Fort Point - Quincy Center Station,Weekdays only,1,52210100,45830278
222-9-0,222,0,Quincy Center Station - Pleasant St & Washington St,,1,52220000,45830261
222-_-0,222,0,Quincy Center Station - East Weymouth,,1,52220004,45830247
222-_-1,222,1,East Weymouth - Quincy Center Station,,1,52220100,45830248
222-9-1,222,1,Pleasant St & Washington St - Quincy Center Station,,1,52220104,45830262
225-1-0,225,0,Quincy Center Station - Weymouth Landing via South St,,1,52250000,45830571
225-_-0,225,0,Quincy Center Station - Weymouth Landing via Quincy Ave,,1,52250004,45830576
225-1-1,225,1,Weymouth Landing - Quincy Center Station via South St,,1,52250100,45830574
225-_-1,225,1,Weymouth Landing - Quincy Center Station via Quincy Ave,,1,52250104,45830573
225-2-1,225,1,Shaw St - Quincy Center Station,AM peak hours only,3,52250108,45831145
226-_-0,226,0,Braintree Station - Columbian Square,,1,52260000,45830591
226-_-1,226,1,Columbian Square - Braintree Station,,1,52260100,45830572
230-3-0,230,0,Quincy Center Station - Montello Station,,1,52300000,45830763
230-5-0,230,0,Quincy Center Station - Montello Station via Holbrook Ct,Middays only,2,52300004,45830804
230-4-0,230,0,Braintree Station - Montello Station,Weekday early mornings only,3,52300007,45830814
230-3-1,230,1,Montello Station - Quincy Center Station,,1,52300100,45830766
230-5-1,230,1,Montello Station - Quincy Center Station via Holbrook Ct,Middays only,2,52300104,45830764
230-4-1,230,1,Montello Station - Braintree Station,Weekday early mornings only,3,52300107,45830771
236-2-0,236,0,Quincy Center Station - South Shore Plaza,,1,52360000,45830255
236-3-0,236,0,Quincy Center Station - Braintree Station,Mornings only,2,52360004,45830393
236-2-1,236,1,South Shore Plaza - Quincy Center Station,,1,52360100,45830256
236-3-1,236,1,Braintree Station - Quincy Center Station,Mornings only,2,52360104,45830394
238-9-0,238,0,Quincy Center Station - Holbrook/Randolph Station,Weekdays only,1,52380000,45831004
238-7-0,238,0,Quincy Center Station - Crawford Square,,2,52380002,45831007
238-3-0,238,0,Quincy Center Station - Avon Square,,3,52380006,45831052
238-5-0,238,0,Quincy Center - Crawford Square (Omits South Shore Plaza),Sunday early mornings only,3,52380009,45833692
238-9-1,238,1,Holbrook/Randolph Station - Quincy Center Station,Weekdays only,1,52380100,45831000
238-7-1,238,1,Crawford Square - Quincy Center Station,,2,52380102,45831002
238-3-1,238,1,Avon Square - Quincy Center Station,Sundays only,3,52380106,45833668
240-1-0,240,0,Ashmont Station - Avon Square,,1,52400000,45831009
240-9-0,240,0,Ashmont Station - Holbrook/Randolph Station,Weekdays only,2,52400004,45831013
240-_-0,240,0,Ashmont Station - Crawford Square,,2,52400006,45831057
240-1-1,240,1,Avon Square - Ashmont Station,,1,52400100,45830999
240-9-1,240,1,Holbrook/Randolph Station - Ashmont Station,Weekdays only,2,52400104,45831003
240-_-1,240,1,Memorial Pkwy - Ashmont Station,,2,52400105,45831011
240-3-1,240,1,Holbrook/Randolph Station - North Randolph,Weekdays only,3,52400109,45831045
240-2-1,240,1,Crawford Square - North Randolph,,3,52400111,45831049
245-_-0,245,0,Mattapan Station - Quincy Center Station via Edge Hill Rd,Weekdays only,1,52450000,45830396
245-8-0,245,0,Mattapan - Quincy Center via Alleyne St & Edge Hill Rd,AM peak hours only,3,52450005,45830361
245-_-1,245,1,Quincy Center Station - Mattapan Station via Edge Hill Rd,Weekdays only,1,52450100,45830360
245-5-1,245,1,Hancock St & St Anns Rd - Newport Ave & Beale St,School days only,3,52450105,45830415
350-5-0,350,0,Alewife Station - North Burlington via Burlington Mall,,1,53500000,45593430
350-7-0,350,0,Alewife Station - North Burlington via Burlington Mall Rd,Mornings only,2,53500004,45593456
350-4-0,350,0,Alewife Station - North Burlington,,2,53500007,45593428
350-5-1,350,1,North Burlington - Alewife Station via Burlington Mall,,1,53500100,45593429
350-4-1,350,1,North Burlington - Alewife Station,,2,53500104,45593450
354-4-0,354,0,"State St, Boston - North Burlington via West Cummings Park",Weekdays only,2,53540001,45772192
354-6-0,354,0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park",Weekdays only,3,53540004,45772183
354-4-1,354,1,"North Burlington - State St, Boston via West Cummings Park",Weekdays only,2,53540103,45772184
354-6-1,354,1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq",Weekdays only,2,53540105,45772193
411-8-0,411,0,Malden Center Station - Jack Satter House,,1,54110000,45778024
411-1-0,411,0,Malden Center Station - Kennedy Dr,Weekdays only,2,54110003,45778016
411-8-1,411,1,Jack Satter House - Malden Center Station,,1,54110100,45778025
411-1-1,411,1,Kennedy Dr - Malden Center Station,Weekdays only,2,54110103,45778015
424-6-0,424,0,Wonderland Station - Eastern Ave & Essex St,Weekdays only,1,54240000,45710036
424-6-1,424,1,Eastern Ave & Essex St - Wonderland Station,Weekday mornings only,1,54240100,45710032
426-_-0,426,0,"Haymarket Station - Central Square, Lynn",Weekdays only,1,54260000,45710002
426-7-0,426,0,"Wonderland Station - Central Square, Lynn via Silsbee St",,2,54260002,45710008
426-9-0,426,0,"Wonderland Station - Central Square, Lynn",,3,54260006,45710918
426-1-0,426,0,Haymarket Station - West Lynn,Weekdays only,3,54260010,45710013
426-2-0,426,0,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54260011,45710925
426-3-0,426,0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54260012,45710936
426-5-0,426,0,"Haymarket Station - Central Square, Lynn via Bell Cir",Weekday late nights only,3,54260013,45710342
426-7-1,426,1,"Central Square, Lynn - Wonderland Station",,1,54260100,45710000
426-_-1,426,1,"Central Square, Lynn - Haymarket Station",Weekdays only,1,54260104,45709996
426-1-1,426,1,West Lynn - Haymarket Station,Weekday mornings only,3,54260106,45710155
429-_-0,429,0,Central Sq - Northgate Ctr via Square One & Garfield Ave,,1,54290000,45710174
429-1-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave",Weekday mornings only,2,54290004,45710171
429-2-0,429,0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One",Evenings only,3,54290005,45710181
429-3-0,429,0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way",School days only,3,54290008,45710921
429-_-1,429,1,Northgate Ctr - Central Sq via Square One & Garfield Ave,,1,54290100,45710161
429-1-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave",Weekday mornings only,3,54290104,45710157
429-2-1,429,1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One",Evenings only,3,54290106,45710168
429-3-1,429,1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn",School days only,3,54290109,45710935
429-4-1,429,1,"O'Callaghan Way & Holyoke St - Central Square, Lynn",School days only,3,54290110,45710927
430-1-0,430,0,Malden Center Station - Saugus Center,,1,54300000,45778020
430-6-0,430,0,Malden Center Station - Saugus Center (Omits Square One),Weekday mornings only,3,54300004,45777991
430-2-0,430,0,Malden Center Station - Saugus Center via Kennedy Dr,Weekday evenings only,3,54300006,45770870
430-1-1,430,1,Saugus Center - Malden Center Station,,1,54300100,45778021
430-6-1,430,1,Saugus Center - Malden Center Station (Omits Square One),Weekday mornings only,2,54300104,45777992
430-2-1,430,1,Saugus Center - Malden Center Station via Kennedy Dr,Weekday evenings only,3,54300106,45770868
435-6-0,435,0,Neptune Towers - Liberty Tree Mall,,1,54350000,45710087
435-_-0,435,0,"Central Square, Lynn - Liberty Tree Mall",,2,54350003,45710088
435-5-0,435,0,"Central Square, Lynn - Danvers Square via Liberty Tree Mall",Weekday mornings only,3,54350007,45710273
435-4-0,435,0,"Central Square, Lynn - Liberty Tree Mall via Danvers Square",Weekday evenings only,3,54350009,45710109
435-6-1,435,1,Liberty Tree Mall - Neptune Towers,,1,54350100,45710096
435-_-1,435,1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square",,2,54350103,45710103
435-2-1,435,1,"Main St, Peabody - Central Square, Lynn",Weekday mornings only,3,54350107,45710107
436-_-0,436,0,"Central Square, Lynn - Liberty Tree Mall",,1,54360000,45710117
436-1-0,436,0,"Central Square, Lynn - North Shore Mall",Weekday mornings only,2,54360004,45710135
436-2-0,436,0,"Central Square, Lynn - Goodwins Circle",,3,54360006,45710142
436-3-0,436,0,Neptune Towers - Goodwins Circle,School days only,3,54360010,45710931
436-_-1,436,1,"Liberty Tree Mall - Central Square, Lynn",,1,54360100,45710125
436-1-1,436,1,"North Shore Mall - Central Square, Lynn",Weekdays only,2,54360104,45710139
436-2-1,436,1,"Goodwins Circle - Central Square, Lynn",Mornings only,3,54360105,45713007
436-3-1,436,1,Goodwins Circle - Neptune Towers,Weekday mornings only,3,54360108,45710143
436-8-1,436,1,Broadway & Conomo Ave - Lynn Bus Garage,School days only,3,54360109,45710919
436-9-1,436,1,Goodridge St & Memorial Park Ave - Lynn Bus Garage,School days only,3,54360110,45710924
439-_-0,439,0,"Central Square, Lynn - Nahant",Weekdays only,1,54390000,45710189
439-3-0,439,0,Wonderland Station - Nahant,Weekdays only,1,54390002,45710303
439-3-1,439,1,Nahant - Wonderland Station,Weekdays only,1,54390100,45710276
439-_-1,439,1,"Nahant - Central Square, Lynn",Weekdays only,2,54390102,45710188
441-7-0,441,0,Wonderland Station - Marblehead via Paradise Rd,,1,54410000,45710482
441-5-0,441,0,Wonderland - Marblehead via Paradise Rd (Omits Pnt of Pines),Weekdays only,2,54410004,45710479
441-9-0,441,0,Lynn Bus Garage - Marblehead via Paradise Rd,Early mornings only,3,54410005,45710896
441-7-1,441,1,Marblehead - Wonderland Station via Paradise Rd,,1,54410100,45710494
441-5-1,441,1,Marblehead - Wonderland via Paradise Rd (Omits Pnt of Pines),Weekdays only,2,54410104,45710489
441442-1-0,441442,0,"Wonderland Station - Ocean St, Lynn",Weekdays only,1,54411000,45710474
441442-1-1,441442,1,"Ocean St, Lynn - Wonderland Station",Weekdays only,1,54411100,45710480
442-7-0,442,0,Wonderland Station - Marblehead via Humphrey St,,1,54420000,45710478
442-5-0,442,0,Wonderland - Marblehead via Humphrey St (Omits Pnt of Pines),Weekdays only,2,54420004,45710579
442-9-0,442,0,Lynn Bus Garage - Marblehead via Humphrey St,Mornings only,3,54420006,45710898
442-7-1,442,1,Marblehead - Wonderland Station via Humphrey St,,1,54420100,45710475
442-5-1,442,1,Marblehead - Wonderland via Humphrey St (Omits Pnt of Pines),Weekdays only,2,54420104,45710487
442-9-1,442,1,Marblehead - Lynn Bus Garage via Humphrey St,Evenings only,3,54420106,45710895
450-8-0,450,0,Haymarket Station - Salem Depot,Weekdays only,1,54500000,45710040
450-7-0,450,0,Wonderland Station - Salem Depot,,2,54500002,45715645
450-9-0,450,0,Lynn Bus Garage - Salem Depot,Mornings only,3,54500006,45710336
450-8-1,450,1,Salem Depot - Haymarket Station,Weekdays only,1,54500100,45710014
450-7-1,450,1,Salem Depot - Wonderland Station,,1,54500102,45715628
450-9-1,450,1,Salem Depot - Lynn Bus Garage,Late nights only,3,54500106,45710334
455-6-0,455,0,Wonderland Station - Salem Depot,Weekdays only,1,54550000,45710073
455-7-0,455,0,Wonderland Station - Salem Depot (Omits Shetland Park),,1,54550002,45715349
455-8-0,455,0,Lynn Bus Garage - Salem Depot (Omits Shetland Park),Early mornings only,3,54550006,45715458
455-9-0,455,0,Lynn Bus Garage - Salem Depot,Weekday early mornings only,3,54550009,45710339
455-6-1,455,1,Salem Depot - Wonderland Station,Weekdays only,1,54550100,45710062
455-7-1,455,1,Salem Depot - Wonderland Station (Omits Shetland Park),,2,54550102,45715350
455-5-1,455,1,"Central Square, Lynn - Wonderland Station",Early mornings only,3,54550106,45710061
455-3-1,455,1,Brookline St & Empire St - Lynn Bus Garage,School days only,3,54550109,45710940
455-8-1,455,1,Salem Depot - Lynn Bus Garage (Omits Shetland Park),Evenings only,3,54550110,45715424
465-_-0,465,0,Salem Depot - Danvers Square via Liberty Tree Mall,,1,54650000,45710149
465-1-0,465,0,Salem Depot - Danvers Square via North St,Weekdays only,3,54650003,45710147
465-_-1,465,1,Danvers Square - Salem Depot via Liberty Tree Mall,,1,54650100,45710150
465-1-1,465,1,Danvers Square - Salem Depot via North St,Weekday mornings only,2,54650104,45710146
501-5-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq,Weekdays only,2,55010000,45694768
501-4-0,501,0,Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St,Weekdays only,2,55010002,45694952
501-4-1,501,1,Brighton Center - Federal St & Franklin St via Copley Sq,Weekdays only,1,55010100,45694769
501-5-1,501,1,Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq,Weekdays only,2,55010102,45694991
504-2-0,504,0,Federal & Franklin - Watertown via Copley Sq and Newton Crnr,,1,55040000,45694880
504-_-0,504,0,Federal St & Franklin St - Watertown Yard via Newton Corner,Weekdays only,3,55040004,45694875
504-2-1,504,1,Watertown Yard - Federal St & Franklin St via Copley Square,,1,55040100,45694878
504-_-1,504,1,Watertown Yard - Federal St & Franklin St,Weekdays only,2,55040104,45694874
553-7-0,553,0,Newton Corner - Roberts,,1,55530000,45695095
553-1-0,553,0,Federal St & Franklin St - Waltham Center,Weekday evenings only,3,55530006,45682176
553-7-1,553,1,Roberts - Newton Corner,,1,55530100,45695094
553-1-1,553,1,Waltham Center - Federal St & Franklin St,Weekday evenings only,3,55530106,45682508
554-7-0,554,0,Newton Corner - Waverly Square,Weekdays only,1,55540001,45694618
554-7-1,554,1,Waverly Square - Newton Corner,Weekdays only,1,55540101,45695134
556-7-0,556,0,Newton Corner - Waltham Highlands,Weekdays only,1,55560000,45694617
556-7-1,556,1,Waltham Highlands - Newton Corner,Weekdays only,1,55560100,45694615
558-8-0,558,0,Newton Corner - Riverside Station,Weekdays only,1,55580000,45694623
558-8-1,558,1,Riverside Station - Newton Corner,Weekdays only,1,55580100,45694622
710-1-0,710,0,Fellsway Plaza - North Medford,Weekdays only,1,57100000,46004165
710-_-0,710,0,Wellington Station - North Medford,Weekdays only,2,57100001,46004159
710-4-0,710,0,Wellington Station - North Medford (Omits Meadow Glen Mall),AM peak hours only,2,57100002,46004160
710-2-0,710,0,Fellsway Plaza - Meadow Glen Mall,Weekday middays only,3,57100003,46004167
710-3-0,710,0,Meadow Glen Mall - North Medford,Weekday middays only,3,57100004,46004168
710-1-1,710,1,North Medford - Fellsway Plaza,Weekdays only,1,57100100,46004162
710-4-1,710,1,North Medford - Wellington Station (Omits Meadow Glen Mall),Weekdays only,2,57100101,46004157
710-_-1,710,1,North Medford - Wellington Station,PM peak hours only,2,57100103,46004175
712-_-0,712,0,"Orient Heights Station, South Busway - Point Shirley",,1,57120000,46004368
712-1-0,712,0,"Orient Heights Station, South Busway - Winthrop Beach",,2,57120004,46004373
712-2-0,712,0,"Orient Heights Station, North Busway - Point Shirley",Weekdays only,2,57120008,46004314
712-3-0,712,0,"Orient Heights Station, North Busway - Winthrop Beach",Weekday mornings only,2,57120010,46004372
712-1-1,712,1,"Winthrop Beach - Orient Heights Station, South Busway",,1,57120100,46004316
712-_-1,712,1,"Point Shirley - Orient Heights Station, South Busway",,2,57120104,46004370
712-3-1,712,1,"Winthrop Beach - Orient Heights Station, North Busway",Weekdays only,2,57120108,46004315
712-2-1,712,1,"Point Shirley - Orient Heights Station, North Busway",Weekday mornings only,3,57120110,46004367
713-1-0,713,0,"Orient Heights Station, South Busway - Winthrop Beach",,2,57130000,46004427
713-_-0,713,0,Orient Heights Station  - Point Shirley (South Busway),,2,57130004,46004410
713-3-0,713,0,"Orient Heights Station, North Busway - Winthrop Beach",Weekdays only,2,57130008,46004413
713-2-0,713,0,"Orient Heights Station, North Busway - Point Shirley",Weekday mornings only,3,57130010,46004408
713-_-1,713,1,Point Shirley - Orient Heights Station  (South Busway),,1,57130100,46004290
713-1-1,713,1,"Winthrop Beach - Orient Heights Station, South Busway",,2,57130104,46004375
713-3-1,713,1,"Winthrop Beach - Orient Heights Station, North Busway",Weekdays only,2,57130108,46004360
713-2-1,713,1,"Point Shirley - Orient Heights Station, North Busway",Weekdays only,2,57130110,46004286
714-_-0,714,0,Hingham Depot - Pemberton Point,,1,57140000,46004181
714-1-0,714,0,Hingham Depot - Pemberton Point via Hull Medical Center,Weekdays only,2,57140003,46004180
714-2-0,714,0,Hingham Depot - Pemberton Point via Washington Blvd,Weekdays only,2,57140004,46004197
714-_-1,714,1,Pemberton Point - Hingham Depot,,1,57140100,46004191
714-1-1,714,1,Pemberton Point - Hingham Depot via Hull Medical Center,Weekday middays only,2,57140103,46004182
714-2-1,714,1,Pemberton Point - Hingham Depot via Washington Blvd,Weekdays only,2,57140104,46004183
716-_-0,716,0,Mattapan Station - Cobbs Corner,,1,57160000,46001125
716-_-1,716,1,Cobbs Corner - Mattapan Station,,1,57160100,46001120
602-1-0,602,0,Lechmere - Nashua St @ North Station,,1,60200000,46001155
602-1-1,602,1,Nashua St @ North Station - Lechmere,,1,60200100,46001157
Shuttle-BabcockBostonCollege-0-0,Shuttle-BabcockBostonCollege,0,Babcock Street - Boston College,,4,60450099,45807800-BabcockBC1
Shuttle-BabcockBostonCollege-0-1,Shuttle-BabcockBostonCollege,1,Boston College - Babcock Street,,4,60450199,45807799-BabcockBC1
Shuttle-BraintreeQuincyCenter-0-0,Shuttle-BraintreeQuincyCenter,0,Quincy Center - Braintree,,4,61000099,45295508-20:45-BraintreeQuincyCenter1
Shuttle-BraintreeQuincyCenter-0-1,Shuttle-BraintreeQuincyCenter,1,Braintree - Quincy Center,,4,61000199,45295539-20:45-BraintreeQuincyCenter1
Shuttle-BrooklineHillsKenmore-0-0,Shuttle-BrooklineHillsKenmore,0,Kenmore - Brookline Hills,,4,61100099,45804940-20:45-BrooklineHillsKenmore1
Shuttle-BrooklineHillsKenmore-0-1,Shuttle-BrooklineHillsKenmore,1,Brookline Hills - Kenmore,,4,61100199,45804948-20:45-BrooklineHillsKenmore1
Shuttle-FenwayNewtonHighlands-0-0,Shuttle-FenwayNewtonHighlands,0,Fenway - Newton Highlands,,4,61490099,45804940-20:45-FenwayNewtonHighlands1
Shuttle-FenwayNewtonHighlands-0-1,Shuttle-FenwayNewtonHighlands,1,Newton Highlands - Fenway,,4,61490199,45804948-20:45-FenwayNewtonHighlands1
Shuttle-ForgeParkWalpole-0-0,Shuttle-ForgeParkWalpole,0,Walpole - Forge Park/495,,4,61770099,CR-Saturday-Summer-20-1703-ForgeParkWalpole1
Shuttle-ForgeParkWalpole-0-1,Shuttle-ForgeParkWalpole,1,Forge Park/495 - Walpole,,4,61770199,CR-Saturday-Summer-20-1702-ForgeParkWalpole1
Shuttle-NewtonHighlandsRiverside-0-0,Shuttle-NewtonHighlandsRiverside,0,Newton Highlands - Riverside,,4,62100099,45804940-20:45-NewtonHighlandsRiverside1
Shuttle-NewtonHighlandsRiverside-0-1,Shuttle-NewtonHighlandsRiverside,1,Riverside - Newton Highlands,,4,62100199,45804948-20:45-NewtonHighlandsRiverside1
Shuttle-OakGroveWellington-0-0,Shuttle-OakGroveWellington,0,Oak Grove - Wellington,,4,62300099,45510578-19:00-OakGroveWellingtonOrangeSkipNorthStationNorthboundOakGroveWellington
Shuttle-OakGroveWellington-0-1,Shuttle-OakGroveWellington,1,Wellington - Oak Grove,,4,62300199,45510571-19:00-OakGroveWellingtonOrangeSkipNorthStationNorthboundOakGroveWellington
Shuttle-ReservoirRiverside-0-0,Shuttle-ReservoirRiverside,0,Reservoir - Riverside,,4,62400099,45804940-20:45-ReservoirRiverside1
Shuttle-ReservoirRiverside-0-1,Shuttle-ReservoirRiverside,1,Riverside - Reservoir,,4,62400199,45804948-20:45-ReservoirRiverside1
