route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,50370100,45522624
37-3-1,37,1,LaGrange St & Corey St - Forest Hills Station,School days only,3,50370104,45522712
38-_-0,38,0,Forest Hills Station - Wren St,,1,50380000,45523432
38-_-1,38,1,Wren St - Forest Hills Station,,1,50380100,45523431
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,50390000,45523720
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,Weekday middays only,3,50390004,45523718_1
39-_-0,39,0,Haymarket Station - Cleary Square,Early mornings only,3,50390006,45522699
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,50390100,45963919
39-_-1,39,1,Cleary Square - Haymarket Station,Early mornings only,3,50390104,45522698
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,Weekday mornings only,3,50390107,45973681
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,50400000,45523656
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,2,50400004,45523648
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,50400100,45523658
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,2,50400104,45523647
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,50401000,45523668
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,50401100,45523649
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,50410000,45523413
41-1-0,41,0,Nubian Station - Centre St & Eliot St,Weekday early mornings only,3,50410004,45523414
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,50410100,45523411
42-1-0,42,0,Nubian Station - Forest Hills Station,,1,50420000,45523508
42-1-1,42,1,Forest Hills Station - Nubian Station,,1,50420100,45523487
43-_-0,43,0,Park St Station - Ruggles Station,,1,50430000,45682837
43-_-1,43,1,Ruggles Station - Park St Station,,1,50430100,45682834
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,50440000,45682114
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,50440100,45682107
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,50450000,45682112
45-3-0,45,0,Ruggles Station - Franklin Park via Eliot Square,,1,50450002,45682116
45-1-0,45,0,Ruggles Station - Ashmont Station,Late nights only,3,50450006,45682104
45-_-1,45,1,Franklin Park - Ruggles Station via Eliot Square,,1,50450100,45682110
45-2-1,45,1,Franklin Park - Nubian Station,School days only,3,50450104,45682228
45-1-1,45,1,Ashmont Station - Ruggles Station,Early mornings only,3,50450105,45686187
47-8-0,47,0,"Broadway Station - Central Square, Cambridge",,1,50470000,45684482
47-8-1,47,1,"Central Square, Cambridge - Broadway Station",,1,50470100,45684526
47-2-1,47,1,"Central Square, Cambridge - Longwood Medical Area",Weekday mornings only,3,50470104,45684550
50-_-0,50,0,Forest Hills Station - Cleary Square,,1,50500000,45522997
50-_-1,50,1,Cleary Square - Forest Hills Station,,1,50500100,45522994
51-_-0,51,0,Forest Hills Station - Reservoir Station,,1,50510000,45522992
51-9-0,51,0,"Forest Hills Station - Union Square, Boston via Reservoir",School days only,3,50510004,45522719
51-_-1,51,1,Reservoir Station - Forest Hills Station,,1,50510100,45522823
51-1-1,51,1,Greenough St & Tappan St - Forest Hills Station,School days only,3,50510104,45522816
51-9-1,51,1,"Union Square, Boston - Forest Hills Station via Reservoir",School days only,3,50510105,45522720
52-5-0,52,0,Watertown - Dedham Mall via Meadowbrook Rd,Weekdays only,1,50520000,45522705
52-4-0,52,0,Watertown - Charles River Loop via Meadowbrook Rd,Weekdays only,2,50520001,45522703
52-5-1,52,1,Dedham Mall - Watertown via Meadowbrook Rd,Weekdays only,1,50520100,45522707
52-4-1,52,1,Charles River Loop - Watertown via Meadowbrook Rd,Weekdays only,1,50520102,45522702
55-_-0,55,0,Copley Square - Jersey St & Queensberry St,,1,50550000,45694905
55-_-1,55,1,Jersey St & Queensberry St - Copley Square,,1,50550100,45694906
57-_-0,57,0,Kenmore Station - Watertown Yard,,1,50570000,45694790
57-H-0,57,0,Haymarket Station - Watertown Yard,Early mornings only,3,50570004,45694789
57-_-1,57,1,Watertown Yard - Kenmore Station,,1,50570100,45694614
57-H-1,57,1,Watertown Yard - Haymarket Station,Early mornings only,3,50570104,45694795
57-4-1,57,1,Cambridge St & Warren St - Kenmore Station,School days only,3,50570107,45683694
57-F-1,57,1,"Oak Square - Union Square, Boston",School days only,3,50570108,45683684_1
57A-_-0,57A,0,Kenmore Station - Oak Square,Weekdays only,1,50571000,45694913
57A-_-1,57A,1,Oak Square - Kenmore Station,Weekdays only,1,50571100,45694914
59-2-0,59,0,Watertown Square - Needham Junction,,1,50590000,45694803
59-_-0,59,0,Watertown Square - Needham Junction via Eliot St,Weekdays only,3,50590004,45694802
59-2-1,59,1,Needham Junction - Watertown Square,,1,50590100,45694801
59-_-1,59,1,Needham Junction - Watertown Square via Eliot St,Weekdays only,3,50590104,45694816
60-_-0,60,0,Kenmore Station - Chestnut Hill,,1,50600000,45694686
60-2-0,60,0,Kenmore Station - Boylston St & Tully St via Chestnut Hill,Weekdays only,2,50600004,45694732
60-4-0,60,0,Brookline Village - Boylston St & Tully St,Weekday early mornings only,3,50600006,45694683
60-3-0,60,0,Brookline Village - Chestnut Hill,Early mornings only,3,50600007,45686258
60-_-1,60,1,Chestnut Hill - Kenmore Station,,1,50600100,45694684
60-2-1,60,1,Boylston St & Tully St - Kenmore Station,Weekdays only,2,50600104,45694731
60-3-1,60,1,Chestnut Hill - Brookline Village,Late nights only,3,50600106,45682175
61-_-0,61,0,Waltham Center - North Waltham,,1,50610000,45593152
61-_-1,61,1,North Waltham - Waltham Center,,1,50610100,45593147
627-_-0,627,0,Alewife Station - Bedford VA Hospital via Hanscom Airport,,1,50621000,45593532
627-6-0,627,0,Alewife - Bedford VA Hospital @ Middlesex CC - Bldg 10,Weekdays only,2,50621004,45593530
627-7-1,627,1,Bedford VA Hospital @ Middlesex CC - Bldg 10 - Alewife,,1,50621100,45593526
627-6-1,627,1,Bedford VA Hospital @ Middlesex CC - Bldg 10 - Alewife,Weekdays only,2,50621104,45593527
64-6-0,64,0,Kendall/MIT Station - Oak Square,Weekdays only,1,50640000,45592085
64-_-0,64,0,University Park - Oak Square,,2,50640002,45590530
64-3-0,64,0,"Central Square, Cambridge - Oak Square",Late nights only,3,50640006,45587706
64-6-1,64,1,Oak Square - Kendall/MIT Station,Weekdays only,1,50640100,45592084
64-_-1,64,1,Oak Square - University Park,,2,50640102,45590529
65-_-0,65,0,Kenmore Station - Brighton Center,,1,50650000,45694693
65-_-1,65,1,Brighton Center - Kenmore Station,,1,50650100,45694709
66-6-0,66,0,Nubian Station - Harvard Square,,1,50660000,45682720
66-5-0,66,0,Nubian Station - Brighton Center,School days only,3,50660004,45694653
66-6-1,66,1,Harvard Square - Nubian Station,,1,50660100,45682719
66-7-1,66,1,Cambridge St & Warren St - Nubian Station,School days only,3,50660104,45683667
66-B-1,66,1,"Union Square, Boston - Nubian Station",School days only,3,50660105,45683684_2
67-4-0,67,0,Alewife Station - Turkey Hill,Weekdays only,1,50670000,45591741
67-4-1,67,1,Turkey Hill - Alewife Station,Weekdays only,1,50670100,45591740
68-_-0,68,0,Kendall/MIT Station - Harvard Square,Weekdays only,1,50680000,45591763
68-_-1,68,1,Harvard Square - Kendall/MIT Station,Weekdays only,1,50680100,45591762
69-_-0,69,0,Lechmere Station - Harvard Square,,1,50690000,45591801
69-_-1,69,1,Harvard Square - Lechmere Station,,1,50690100,45591800
69-1-1,69,1,Cambridge St & Felton St - Lechmere Station,School days only,3,50690104,45591907
70-8-0,70,0,University Park - Waltham Center,,1,50700000,45593119
70-6-0,70,0,University Park - Market Place Dr,,1,50700004,45593112
70-5-0,70,0,University Park - Cedarwood,Weekdays only,3,50700008,45593131
70-2-0,70,0,"Central Square, Cambridge - Watertown Square",Late nights only,3,50700010,45593117
70-6-1,70,1,Market Place Dr - University Park,,1,50700100,45593110
70-8-1,70,1,Waltham Center - University Park,,1,50700104,45593126
70-5-1,70,1,Cedarwood - University Park,Weekdays only,3,50700108,45593128
70-3-1,70,1,"Waltham Center - Central Square, Cambridge",Late nights only,3,50700110,45593120
71-D-0,71,0,Harvard Square - Watertown Square (Detour),,1,50710000,45403598
71-E-0,71,0,Harvard Square - Aberdeen Ave (Detour),Weekdays only,3,50710004,45592199
71-D-1,71,1,Watertown Square - Harvard Square (Detour),,1,50710100,45403599
71-3-1,71,1,Aberdeen Ave - Harvard Square,Weekdays only,3,50710104,45592298
72-2-0,72,0,Harvard Station - Aberdeen Ave via Huron Ave,Weekdays only,1,50720000,45592297
72-D-1,72,1,Aberdeen Ave - Harvard Station (Detour),Weekdays only,1,50720100,45592198
72-6-1,72,1,Aberdeen Ave - Felton St & Cambridge St,School days only,3,50720101,45592494
73-D-0,73,0,Harvard Square - Waverley Square (Detour),,1,50730000,45403628
73-D-1,73,1,Waverley Square - Harvard Square (Detour),,1,50730100,45403623
74-E-0,74,0,Harvard Station - Belmont Center (Detour),,1,50740000,45592173
74-E-1,74,1,Belmont Center - Harvard Station (Detour),,1,50740100,45592169
75-E-0,75,0,Harvard Station - Belmont Center (Detour),,1,50750000,45592191
75-E-1,75,1,Belmont Center - Harvard Station (Detour),,1,50750100,45592196
77-D-0,77,0,Harvard Station - Arlington Heights (Detour),,1,50770000,45592844
77-D-1,77,1,Arlington Heights - Harvard Station (Detour),,1,50770100,45592846
78-D-0,78,0,Harvard Station - Arlmont Village (Detour),,1,50780000,45592172
78-D-1,78,1,Arlmont Village - Harvard Station (Detour),,1,50780100,45592170
79-_-0,79,0,Alewife Station - Arlington Heights,Weekdays only,1,50790000,45593381
79-_-1,79,1,Arlington Heights - Alewife Station,Weekdays only,1,50790100,45593380
79-1-1,79,1,Appleton St & Massachusetts Ave - Alewife Station,School days only,3,50790102,45593376
80-_-0,80,0,Lechmere Station - Arlington Center,,1,50800000,45592501
80-_-1,80,1,Arlington Center - Lechmere Station,,1,50800100,45592502
83-1-0,83,0,"Central Square, Cambridge - Rindge Ave",,1,50830000,45591737
83-2-0,83,0,Broadway & Felton St - Rindge Ave,School days only,3,50830004,45592082
83-1-1,83,1,"Rindge Ave - Central Square, Cambridge",,1,50830100,45591736
85-_-0,85,0,Kendall/MIT Station - Spring Hill,Weekdays only,1,50850000,45592451
85-_-1,85,1,Spring Hill - Kendall/MIT Station,Weekdays only,1,50850100,45592452
86-_-0,86,0,Reservoir Station - Sullivan Square Station,,1,50860000,45593586
86-_-1,86,1,Sullivan Square Station - Reservoir Station,,1,50860100,45593582
87-2-0,87,0,Lechmere Station - Arlington Center,,1,50870000,45592620
87-_-0,87,0,Lechmere Station - Clarendon Hill,,2,50870004,45592623
87-2-1,87,1,Arlington Center - Lechmere Station,,1,50870100,45592621
87-_-1,87,1,Clarendon Hill - Lechmere Station,,2,50870104,45592618
88-_-0,88,0,Lechmere Station - Clarendon Hill,,1,50880000,45592626
88-1-0,88,0,Highland Ave & School St - Clarendon Hill,School days only,3,50880004,45592709
88-_-1,88,1,Clarendon Hill - Lechmere Station,,1,50880100,45592629
89-2-0,89,0,Sullivan Square Station - Davis Station,,1,50890000,45771950
89-_-0,89,0,Sullivan Square Station - Clarendon Hill,Weekdays only,2,50890004,45771946
89-2-1,89,1,Davis Station - Sullivan Square Station,,1,50890100,45771952
89-_-1,89,1,Clarendon Hill - Sullivan Square Station,Weekdays only,2,50890104,45771947
8993-1-0,8993,0,Haymarket Station - Clarendon Hill (Detour),Sunday early mornings only,1,50891000,45768512
8993-1-1,8993,1,Clarendon Hill - Haymarket Station (Detour),Early mornings only,1,50891100,45770779
90-_-0,90,0,Assembly Row - Davis Station,,1,50900000,45777673
90-_-1,90,1,Davis Station - Assembly Row,,1,50900100,45777671
91-_-0,91,0,"Sullivan Square Station - Central Square, Cambridge",,1,50910000,45770975
91-_-1,91,1,"Central Square, Cambridge - Sullivan Square Station",,1,50910100,45770976
92-3-0,92,0,Downtown - Sullivan Square Station,,1,50920000,45771034
92-_-0,92,0,Haymarket Station - Sullivan Square Station,,3,50920004,45771230
92-3-1,92,1,Sullivan Square Station - Downtown,,1,50920100,45771035
92-_-1,92,1,Sullivan Square Station - Haymarket Station,,3,50920104,45771229
93-1-0,93,0,Downtown - Sullivan Square Station,,1,50930000,45771042
93-2-0,93,0,Downtown - Sullivan Square Station via Navy Yard,Weekdays only,2,50930004,45771040
93-_-0,93,0,Haymarket Station - Sullivan Square Station,,3,50930006,45771078
93-1-1,93,1,Sullivan Square Station - Downtown,,1,50930100,45771041
93-2-1,93,1,Sullivan Square Station - Downtown via Navy Yard,Weekdays only,2,50930104,45771054
93-_-1,93,1,Sullivan Square Station - Haymarket Station,,3,50930105,45771107
94-1-0,94,0,Davis Station - Medford Square,,1,50940000,45777813
94-2-0,94,0,Davis Station - Medford Square via Medford HS,AM peak hours only,3,50940004,45777926
94-1-1,94,1,Medford Square - Davis Station,,1,50940100,45777814
95-3-0,95,0,Sullivan Square Station - Arlington Center,,1,50950000,45778175
95-_-0,95,0,Sullivan Square Station - West Medford,,1,50950004,45778168
95-5-0,95,0,Fellsway Garage - West Medford via Winthrop St,School days only,3,50950008,45778314
95-2-0,95,0,Fellsway Garage - West Medford,Weekday early mornings only,3,50950009,45778227
95-3-1,95,1,Arlington Center - Sullivan Square Station,,1,50950100,45778170
95-_-1,95,1,West Medford - Sullivan Square Station,,1,50950104,45778169
95-5-1,95,1,West Medford - Fellsway Garage via Winthrop St,School days only,3,50950108,45778327
96-D-0,96,0,Harvard Station - Medford Square (Detour),,1,50960000,45777857
96-1-0,96,0,Davis Station - Medford Square,AM peak hours only,3,50960004,45777889
96-D-1,96,1,Medford Square - Harvard Station (Detour),,1,50960100,45777858
96-1-1,96,1,Medford Square - Davis Station,AM peak hours only,2,50960104,45777888
97-5-0,97,0,Wellington Station - Malden Center Station,,1,50970000,45777698
97-5-1,97,1,Malden Center Station - Wellington Station,,1,50970100,45777697
99-7-0,99,0,Wellington Station - Woodland Rd,,1,50990000,45778043
99-8-0,99,0,Wellington Station - Woodland Rd via Gateway Center,,2,50990004,45768638
99-7-1,99,1,Woodland Rd - Wellington Station,,1,50990100,45777969
99-8-1,99,1,Woodland Rd - Wellington Station via Gateway Center,,2,50990104,45768639
100-3-0,100,0,Wellington Station - Elm St,,1,51000000,45777532
100-1-0,100,0,Wellington Station - Roosevelt Circle,Evenings only,3,51000004,45767769
100-3-1,100,1,Elm St - Wellington Station,,1,51000100,45777531
100-1-1,100,1,Roosevelt Circle - Wellington Station,Evenings only,3,51000104,45767792
100-_-1,100,1,Elm St - Fellsway Garage,Weekday evenings only,3,51000107,45777567
101-3-0,101,0,Sullivan Square Station - Malden Center Station,,1,51010000,45770917
101-2-0,101,0,Main St & Henry St - Winthrop St & Brooks St,School days only,3,51010004,45770866
101-3-1,101,1,Malden Center Station - Sullivan Square Station,,1,51010100,45770882
101-8-1,101,1,Winthrop St & Brooks St - Sullivan Square Station,School days only,3,51010104,45770785
101-1-1,101,1,Medford Square - Sullivan Square Station,Weekday mornings only,3,51010105,45770780
104-_-0,104,0,Sullivan Square Station - Malden Center Station,,1,51040000,45771738
104-_-1,104,1,Malden Center Station - Sullivan Square Station,,1,51040100,45771730
105-1-0,105,0,Sullivan Square Station - Malden Center Station,,1,51050000,45777730
105-1-1,105,1,Malden Center Station - Sullivan Square Station,,1,51050100,45777729
106-_-0,106,0,Wellington Station - Lebanon Loop,,1,51060000,45777945
106-4-0,106,0,Malden Center Station - Lebanon Loop,Evenings only,3,51060004,45771690
106-3-1,106,1,Lebanon Loop - Wellington Station via Sylvan St,,1,51060100,45777944
106-_-1,106,1,Lebanon Loop - Wellington Station,Weekdays only,3,51060104,45777943
106-4-1,106,1,Lebanon Loop - Malden Center Station,Evenings only,3,51060106,45767766
108-6-0,108,0,Wellington Station - Linden Square,,1,51080000,45777965
108-7-0,108,0,Malden Center Station - Linden Square,Weekdays only,3,51080004,45777967
108-2-0,108,0,Salem St & Sprague St - Linden Square,School days only,3,51080005,45778323
108-6-1,108,1,Linden Square - Wellington Station,,1,51080100,45777964
108-7-1,108,1,Linden Square - Malden Center Station,Weekdays only,3,51080104,45777966
109-_-0,109,0,Sullivan Square Station - Linden Square,,1,51090000,45771731
109-_-1,109,1,Linden Square - Sullivan Square Station,,1,51090100,45771729
110-_-0,110,0,Wellington Station - Wonderland Station,,1,51100000,45770803
110-4-0,110,0,Wellington Station - Broadway & Park Ave,,2,51100004,45770804
110-2-0,110,0,Wellington Station - Woodlawn,,3,51100008,45770848
110-_-1,110,1,Wonderland Station - Wellington Station,,1,51100100,45770807
110-4-1,110,1,Broadway & Park Ave - Wellington Station,,2,51100104,45770830
111-5-0,111,0,Haymarket Station - Woodlawn,,1,51110000,45771248
111-2-0,111,0,Haymarket Station - Cary Square,,1,51110004,45771250
111-5-1,111,1,Woodlawn - Haymarket Station,,1,51110100,45771243
111-2-1,111,1,Cary Square - Haymarket Station,,1,51110104,45771244
111-6-1,111,1,Washington Ave & Revere Beach Pkwy - Haymarket Station,Weekdays only,3,51110108,45771261
112-_-0,112,0,Wood Island Station - Wellington Station via Mystic Mall,,1,51120000,45772132
112-1-0,112,0,Wood Island Station - Wellington Station (Omits Mystic Mall),Sunday middays only,3,51120004,45768147
112-_-1,112,1,Wellington Station - Wood Island Station via Mystic Mall,,1,51120100,45772134
112-1-1,112,1,Wellington Station - Wood Island Station (Omits Mystic Mall),Sundays only,3,51120104,45768146
114-1-0,114,0,Maverick Station - Mystic Mall,Weekday middays only,1,51140000,45710190
114-1-1,114,1,Mystic Mall - Maverick Station,Weekdays only,1,51140100,45710191
116-4-0,116,0,Maverick Station - Wonderland Station,,1,51160000,45710625
116-9-0,116,0,Broadway & Central Ave - Wonderland Station,Sunday early mornings only,3,51160004,45715590
116-4-1,116,1,Wonderland Station - Maverick Station,,1,51160100,45710753
116117-7-0,116117,0,Maverick Station - Bellingham Square,Weekday mornings only,1,51161000,45710633
116117-7-1,116117,1,Bellingham Square - Maverick Station,Weekday mornings only,1,51161100,45710610
117-5-0,117,0,Maverick Station - Wonderland Station,,1,51170000,45710626
117-1-0,117,0,"Haymarket Station - Logan Airport, Terminal C",Early mornings only,3,51170004,45710623
117-3-0,117,0,Haymarket Station - Lynn Bus Garage via Maverick Station,Late nights only,3,51170007,45710624
117-2-0,117,0,Haymarket Station - Maverick Station,Sunday early mornings only,3,51170010,45715475
117-5-1,117,1,Wonderland Station - Maverick Station,,1,51170100,45710754
117-3-1,117,1,Lynn Bus Garage - Haymarket Station via Maverick Station,Early mornings only,3,51170104,45710751
117-8-1,117,1,Broadway & Central Ave - Haymarket Station,Early mornings only,3,51170107,45710622
117-_-1,117,1,Wonderland Station - Haymarket Station,Sunday early mornings only,3,51170110,45715589
119-3-0,119,0,Beachmont Station - Northgate Shopping Ctr via Tomasello Way,,1,51190000,45710218
119-1-0,119,0,Beachmont Station - Northgate Shopping Center,Weekdays only,1,51190004,45710209
119-3-1,119,1,Northgate Shopping Ctr - Beachmont Station via Tomasello Way,,1,51190100,45710216
119-1-1,119,1,Northgate Shopping Center - Beachmont Station,Weekdays only,2,51190104,45710208
120-2-0,120,0,Maverick Station - Orient Heights Station via Wood Island,,1,51200000,45710346
120-6-0,120,0,Orient Heights Station - Orient Heights Station,School days only,3,51200004,45710934
120-2-1,120,1,Orient Heights Station - Maverick Station via Jeffries Point,,1,51200100,45710347
120-1-1,120,1,Orient Heights Station - Maverick Station,School days only,3,51200104,45710932
121-2-0,121,0,Maverick Station - Eagle Square,Weekdays only,1,51210000,45710245
121-_-0,121,0,Maverick Station - Wood Island Station,Weekday mornings only,2,51210002,45710261
121-2-1,121,1,Eagle Square - Maverick Station,Weekdays only,1,51210100,45710246
121-_-1,121,1,Wood Island Station - Maverick Station,Weekday mornings only,2,51210101,45710260
131-_-0,131,0,Oak Grove Station - Melrose Highlands Station via East Side,Weekdays only,1,51310000,45777617
131-4-0,131,0,Oak Grove Station - Melrose Highlands Station,Weekdays only,2,51310002,45777608
131-1-0,131,0,Malden Center - Melrose Highlands Station via East Side,Weekday middays only,2,51310003,45777609
131-2-0,131,0,Malden Center Station - Melrose Highlands Station,Weekday early mornings only,3,51310004,45777606
131-_-1,131,1,Melrose Highlands Station - Oak Grove Station via East Side,Weekdays only,1,51310100,45777607
131-4-1,131,1,Melrose Highlands Station - Oak Grove Station,Weekdays only,2,51310102,45777616
131-3-1,131,1,Melrose Highlands Station - Malden Center via East Side,Weekday middays only,2,51310104,45777610
131-2-1,131,1,Melrose Highlands Station - Malden Center Station,Weekday evenings only,3,51310105,45777649
132-_-0,132,0,Malden Center Station - Redstone Shopping Center,,1,51320000,45777584
132-_-1,132,1,Redstone Shopping Center - Malden Center Station,,1,51320100,45777583
134-6-0,134,0,Wellington Station - Winthrop St & Playstead Rd,,1,51340000,45778244
134-5-0,134,0,Wellington Station - North Woburn,,2,51340004,45778271
134-3-0,134,0,Wellington Station - North Woburn via Trade Center,Weekdays only,2,51340008,45778251
134-2-0,134,0,Wellington - North Woburn via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340009,45778268
134-7-0,134,0,Wellington Station - Medford Square,,3,51340010,45767630
134-9-0,134,0,Wellington Station - Woburn Square,Sundays only,3,51340013,45767695
134-4-0,134,0,Middlesex Ave - Winthrop St & Brooks St,School days only,3,51340015,45778319
134-6-1,134,1,Winthrop St & Playstead Rd - Wellington Station,,1,51340100,45778242
134-3-1,134,1,North Woburn - Wellington Station via Trade Center,Weekdays only,2,51340104,45778252
134-5-1,134,1,North Woburn - Wellington Station,,2,51340106,45778298
134-7-1,134,1,Medford Square - Wellington Station,,3,51340110,45767703
134-2-1,134,1,North Woburn - Wellington via Trade Ctr & Veterans Ctr,Weekday middays only,3,51340113,45778255
134-9-1,134,1,Woburn Square - Wellington Station,Sundays only,3,51340114,45767669
134-4-1,134,1,Winthrop St & Brooks St - Middlesex Ave,School days only,3,51340116,45778328
136-5-0,136,0,Malden Center Station - Reading Depot,,1,51360000,45777757
136-6-0,136,0,Oak Grove Station - Reading Depot,PM peak hours only,2,51360004,45777782
136-4-0,136,0,Malden Center Station - Wakefield Square,,3,51360005,45778297
136-5-1,136,1,Reading Depot - Malden Center Station,,1,51360100,45777758
136-4-1,136,1,Wakefield Square - Malden Center Station,,2,51360104,45777768
136-3-1,136,1,Wakefield Square - Oak Grove Station,AM peak hours only,3,51360108,45777767
137-3-0,137,0,Malden Center Station - Reading Depot,,1,51370000,45777787
137-3-1,137,1,Reading Depot - Malden Center Station,,1,51370100,45777762
171-_-0,171,0,Nubian Station - Logan Airport Terminals,Early mornings only,1,51710000,45682244
195-_-1,195,1,Lemuel Shattuck Hospital - Park St & Tremont St,,1,51950100,45523430
201-9-0,201,0,Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave,,1,52010000,45830540
201-_-0,201,0,Fields Corner - Adams St & Gallivan Blvd via Neponset Ave,,2,52010003,45830458
201-8-0,201,0,Fields Corner Station - Keystone Apts via Neponset Ave,Weekdays only,2,52010007,45830491
201-8-1,201,1,Keystone Apts - Fields Corner Station via Adams St,,1,52010100,45830418
201-_-1,201,1,Adams St & Gallivan Blvd - Fields Corner via Adams St,,2,52010103,45830457
202-5-0,202,0,Fields Corner Station - Keystone Apts via Adams St,Weekdays only,1,52020000,45830453
202-4-0,202,0,Fields Corner Station - Hallett Square via Adams St,Weekday early mornings only,3,52020002,45830246
202-A-0,202,0,Fields Corner - Adams St & Gallivan Blvd via Adams St,School days only,3,52020003,45682229_2
202-6-1,202,1,Keystone Apts - Fields Corner Station via Neponset Ave,Weekdays only,1,52020100,45830422
202-5-1,202,1,Keystone Apt - Fields Corner via Puritan Mall & Neponset Ave,Weekday middays only,1,52020102,45830474
202-4-1,202,1,Hallett Square - Fields Corner Station via Neponset Ave,Weekday early mornings only,3,52020103,45830448
210-3-0,210,0,Fields Corner Station - Quincy Center Station,Weekdays only,1,52100000,45830672
210-_-0,210,0,North Quincy Station - Quincy Center Station,,2,52100002,45830470
210-1-0,210,0,Fields Corner Station - Braintree Station,Late nights only,3,52100006,45830671
210-3-1,210,1,Quincy Center Station - Fields Corner Station,Weekdays only,1,52100100,45830678
210-_-1,210,1,Quincy Center Station - North Quincy Station,,2,52100102,45830392
211-_-0,211,0,Squantum - Quincy Center Station,,1,52110000,45830720
211-7-0,211,0,Squantum - Quincy Center Station via Billings Rd,Sundays only,3,52110004,45833600
211-_-1,211,1,Quincy Center Station - Squantum,,1,52110100,45830706
211-7-1,211,1,Quincy Center Station - Squantum via Billings Rd,Sundays only,3,52110104,45833601
211-1-1,211,1,Hollis Ave & Newbury Ave - Squantum,School days only,3,52110106,45830414
211-3-1,211,1,E Squantum St & Newbury Ave - Squantum,School days only,3,52110107,45830417
211-9-1,211,1,Hancock St & St Anns Rd - Squantum,School days only,3,52110108,45830416
212-2-0,212,0,North Quincy Station - Quincy Center Station,,1,52120000,45830745
212-2-1,212,1,Quincy Center Station - North Quincy Station,,1,52120100,45830750
212-5-1,212,1,Hancock St & St Anns Rd - North Quincy Station,School days only,3,52120104,45830413
214-1-0,214,0,Quincy Center Station - Germantown via Coddington St,Weekdays only,1,52140000,45830879
214-2-0,214,0,Quincy Center Station - Germantown via McGrath Hwy,Weekday middays only,2,52140002,45830880
214-3-0,214,0,Calvin Rd & Moffat Rd - Germantown,School days only,3,52140003,45830920
214-4-0,214,0,Coddington St & Newcomb St - Germantown,School days only,3,52140004,45830898
214-1-1,214,1,Germantown - Quincy Center Station via Coddington St,Weekdays only,1,52140100,45830885
214-2-1,214,1,Germantown - Quincy Center Station via McGrath Hwy,Weekdays only,2,52140102,45830884
214216-2-0,214216,0,Quincy Center Station - Houghs Neck via Germantown,,1,52141000,45830932
215-1-0,215,0,Ashmont Station - Quincy Center Station,,1,52150000,45830822
215-3-0,215,0,Fields Corner Station - Quincy Center Station,Sundays only,3,52150004,45833371
215-_-0,215,0,North Quincy Station - Quincy Center Station,Early mornings only,3,52150006,45830828
215-2-0,215,0,Adams St & Robertson St - Quincy Center Station,School days only,3,52150009,45830412
215-1-1,215,1,Quincy Center Station - Ashmont Station,,1,52150100,45830819
215-3-1,215,1,Quincy Center Station - Fields Corner Station,Sundays only,3,52150104,45833399
215-_-1,215,1,Quincy Center Station - North Quincy Station,Early mornings only,3,52150106,45830869
215-7-1,215,1,Quincy Center Station - East Milton Square,School days only,3,52150109,45830289
216-_-0,216,0,Quincy Center Station - Houghs Neck,Weekdays only,1,52160000,45830931
216-1-0,216,0,Calvin Rd & Moffat Rd - Houghs Neck,School days only,3,52160002,45830927
216-3-0,216,0,Coddington St & Newcomb St - Houghs Neck,School days only,3,52160003,45830928
216-_-1,216,1,Houghs Neck - Quincy Center Station,,1,52160100,45830929
217-9-0,217,0,Ashmont Station - Quincy Center Station,Weekdays only,1,52170000,45830400
217-1-0,217,0,Ashmont - Quincy Center via North Quincy & Hollis Ave,AM peak hours only,2,52170001,45830411
217-8-0,217,0,Ashmont Station - Quincy Center Station via North Quincy,AM peak hours only,2,52170002,45830404
217-9-1,217,1,Quincy Center Station - Ashmont Station,Weekdays only,1,52170100,45830399
217-3-1,217,1,E Squantum St & Newbury Ave - Ashmont Station,Weekday middays only,2,52170102,45830569
217-2-1,217,1,Hollis Ave & Newbury Ave - Bryant Ave & Upton St,School days only,3,52170103,45830570
220-3-0,220,0,Quincy Center Station - Hingham Depot,,1,52200000,45830251
220-4-0,220,0,Quincy Center Station - Hingham Depot via Hingham Center,Weekdays only,2,52200004,45830249
